2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_polish_ci', 'utf8', 197L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_estonian_ci', 'utf8', 198L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_spanish_ci', 'utf8', 199L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_swedish_ci', 'utf8', 200L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_turkish_ci', 'utf8', 201L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_czech_ci', 'utf8', 202L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_danish_ci', 'utf8', 203L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_lithuanian_ci', 'utf8', 204L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_slovak_ci', 'utf8', 205L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_spanish2_ci', 'utf8', 206L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_roman_ci', 'utf8', 207L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_persian_ci', 'utf8', 208L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_esperanto_ci', 'utf8', 209L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_hungarian_ci', 'utf8', 210L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_general_ci', 'ucs2', 35L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_bin', 'ucs2', 90L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_unicode_ci', 'ucs2', 128L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_icelandic_ci', 'ucs2', 129L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_latvian_ci', 'ucs2', 130L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_romanian_ci', 'ucs2', 131L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_slovenian_ci', 'ucs2', 132L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_polish_ci', 'ucs2', 133L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_estonian_ci', 'ucs2', 134L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_spanish_ci', 'ucs2', 135L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_swedish_ci', 'ucs2', 136L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_turkish_ci', 'ucs2', 137L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_czech_ci', 'ucs2', 138L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_danish_ci', 'ucs2', 139L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_lithuanian_ci', 'ucs2', 140L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_slovak_ci', 'ucs2', 141L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_spanish2_ci', 'ucs2', 142L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_roman_ci', 'ucs2', 143L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_persian_ci', 'ucs2', 144L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_esperanto_ci', 'ucs2', 145L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ucs2_hungarian_ci', 'ucs2', 146L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp866_general_ci', 'cp866', 36L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp866_bin', 'cp866', 68L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('keybcs2_general_ci', 'keybcs2', 37L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('keybcs2_bin', 'keybcs2', 73L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('macce_general_ci', 'macce', 38L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('macce_bin', 'macce', 43L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('macroman_general_ci', 'macroman', 39L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('macroman_bin', 'macroman', 53L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp852_general_ci', 'cp852', 40L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp852_bin', 'cp852', 81L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('latin7_estonian_cs', 'latin7', 20L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('latin7_general_ci', 'latin7', 41L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('latin7_general_cs', 'latin7', 42L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('latin7_bin', 'latin7', 79L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1251_bulgarian_ci', 'cp1251', 14L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1251_ukrainian_ci', 'cp1251', 23L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1251_bin', 'cp1251', 50L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1251_general_ci', 'cp1251', 51L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1251_general_cs', 'cp1251', 52L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1256_general_ci', 'cp1256', 57L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1256_bin', 'cp1256', 67L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1257_lithuanian_ci', 'cp1257', 29L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1257_bin', 'cp1257', 58L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1257_general_ci', 'cp1257', 59L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('binary', 'binary', 63L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('geostd8_general_ci', 'geostd8', 92L, 'Yes', 'Yes', 1L)
